barcode,product_name,brands,categories,fssai_category_code,banned_item,banned_item_type,banned_in_jurisdictions,violation_reason,needs_verification,verification_reason,data_source,last_cleaned,is_verified,platform,is_gs1_890,audit_tier,indian_market_status
8901001555815,Mida´s Tandoori Curry Paste,Mida's,"Condiments, Sauces, Pâtes de curry, Sauces indiennes, Sauces tandoori, en:Groceries",CAT_12,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901030421501,Cassatta,Kwality Wall's,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams",CAT_03,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901030421501,Cassatta,Kwality Wall's,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams",CAT_03,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901030535048,Kissan Mix Fruit Jam,Kissan,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Fruits and vegetables based foods, Spreads, Fruits based foods, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Tropical fruit jams",CAT_14,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901595963461,Manchow Instant Noodles,Capital Foods,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901652140583,Puff choco vanilla flavoured sandwich biscuits,Priyagold,biscuits,CAT_07,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901725134723,Bounce Choco Twist,Sunfeast,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits",CAT_15,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8902268002326,Dream LITE,Anmol,Buscuit,Unknown,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906001386032,Sandwich cookies,Twinnies,,Unknown,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906002005284,Pizza topping sauce,Dr. Oetker,Spreads,Unknown,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906023413501,Fantasia Ice Cream Sandwich,Cream Bell,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream sandwiches",CAT_03,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901262173438,Frozen Yoghurt - Strawberry flavour,Amul,,CAT_01,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901777759127,Vadilal Gourmet Nutty Belgian Dark chocolate Super Premium Ice Cream,Vadilal,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams",CAT_03,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901014004836,Cup Noodles,Nissin,,CAT_06,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8908006135516,Moraz Strawberry Crush,Moraz,beverages,CAT_14,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901512144805,Peanut butter,Sundrop,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Purées d'oléagineux, Beurres de légumineuses, Beurres de fruits à coques, Beurres de cacahuètes",CAT_04,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906021924344,Fruitilicious Fruit Blast Mixed Fruit Jam,Apis,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams",CAT_14,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906002000074,Dr. Oetker,Dr. Oetker,,Unknown,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901044624912,Mapro Butterscotch Syrup,Unbranded,,Unknown,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901207006883,Sesame oil,Dabur,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901725100025,B Natural Mixed fruit 1ltr tpk,ITC Limited,Fruit juices,CAT_14,Titanium Dioxide (E171),Additive (INS/E-Code),['EU'],Banned in EU according to additive rulebook. Functional Class: Colorant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901044200284,Mapro Mixed Fruit Jam,mapro,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Mixed fruit jams",CAT_14,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063139213,Brit bourbon 150g (sys),Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, en:chocolate-biscuits",CAT_15,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906002004331,Funfoods Pasta and Pizza Sauce,Dr. oetker,"Condiments, Sauces, Pasta sauces, Pizza sauces, Groceries",CAT_06,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063362871,cake nut & raisin,britannia,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Soft cake with nuts",CAT_15,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906005618726,Pineapple Cake,winkles,"Snacks, Desserts, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Fast Green FCF (E143),Additive (INS/E-Code),"['EU', 'UK']","Banned in EU, UK according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906005618726,Pineapple Cake,winkles,"Snacks, Desserts, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063155282,Tiger Krunch Chocochips,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901014002054,Top Ramen Masala Noodles,Nissin,"Plant-based foods and beverages, Plant-based foods, Pastas, Noodles, en:instant-noodles",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901014002566,Top Ramen,Nissin,"Plant-based foods and beverages,Plant-based foods,Meats and their products,Meats,Chicken and its products,Dried products,Poultries,Dried products to be rehydrated,Noodles,Chickens,Instant noodles",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901725100117,B Natural Guava Juice 1ltr,ITC B Natural,,Unknown,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901030831706,Mixed Fruit Jam,"Hindustan Unilever Limited, Kissan",,CAT_04,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906002004430,Veg mayonnaise,Dr. Oetker,"Condiments, Sauces, Vegetarian sauces, Mayonnaises, Vegan sauces, Egg-free mayonnaises",CAT_10,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906077360400,Bombay Puri,Jaimin,"Snacks, Puri",CAT_15,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901014003181,Top Ramen,"Nissin,Top Ramen","Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901595863044,Schezwan Chutney,Ching's Secret,Sauce,CAT_12,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901030831690,kissan mixed fruit jam,Kissan,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Tropical fruit jams",CAT_14,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901512144706,Peanut Butter Regular Creamy,Sundrop,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901014004744,Cup Noodles Mazedaar Masala,Nissin,"Noodles,Instant noodles",CAT_06,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901030846304,Cadbury Crackle,Hindustan Unilever limited,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream tubs, Chocolate ice cream tubs",CAT_03,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906080602689,Paper boat mixed fruit medley 750ml pet,Paper Boat,,Unknown,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8904004410617,Orange Burfee,Haldiram's,Sweets desserts,Unknown,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901030834820,Kwality x Wall's Desi Twist Creamy Kulfi,Kwality x Wall's,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, en:ice-cream-tubs",CAT_03,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063363748,CAKE 100% VEG Gobbles fruity fun,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Soft fruit cakes",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906069400619,veeba white pasta dressing,Veeba,"Pasta dressing, Sause",CAT_06,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901652140620,Puff,PRIYAGOLD,"Beverages, Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Sweetened beverages",CAT_15,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901652140620,Puff,PRIYAGOLD,"Beverages, Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Sweetened beverages",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906007280242,refined sunflower oil,Fortune,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Sunflower seeds and their products,Sunflower oils",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901207046599,Mustard oil,Dabur,,Unknown,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063365087,Brit 100% veg cake,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Bars, Cakes, en:confectioneries",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8908014480073,Bovonto,NL KALIS SPARKLING WATER,Carbonated drinks,CAT_14,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8908014480073,Bovonto,NL KALIS SPARKLING WATER,Carbonated drinks,CAT_14,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901014004935,spiced chunky chicken,Nissin,"Plant-based foods and beverages, Plant-based foods, Meats and their products, Meals, Meats, Dried products, Pastas, Dried products to be rehydrated, Meals with meat, Noodles, Poultries, Instant noodles, Poultry meals, Instant noodle soups, Meals with chicken",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901491001021,Classic Salted,Lay's,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps",CAT_15,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901037255024,Girnar,Girnar,Tea chai,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),['EU'],Banned in EU according to additive rulebook. Functional Class: Colorant.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906032018506,Doodh Biscuits,Patanjali,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",CAT_15,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063363977,BRITANNIA Cake Gobbles Fruity Fun,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901014004942,Cup Noodles Spiced Chicken,Nissin,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063029262,Jim Jam 92g,Britannia,Biscuit (cookie) snack w chocolate filling,CAT_15,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906008811902,Pro Immunity Multi-source Edible Oil,Fortune,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Fats, Cereals and their products, Vegetable fats, Vegetable oils, Sunflower seeds and their products, Cereal oils, Sunflower oils, Rice bran oils",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906029450081,Eggless Mayonnaise,Mrs. Food rite,"Condiments, Sauces, Mayonnaises",CAT_12,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063363960,Brittania Gobbles Chocolate Cake,Brittania,"Snacks, Desserts, Sweet snacks, Biscuits and cakes, Cakes, Chocolate soft cake",CAT_15,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063029255,Jim Jam 57g,Britannia,Biscuits,CAT_07,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8904083302100,Fruit Yogurt Blueberry,Milky Mist,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",CAT_01,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901393019469,Happydent wave,Perfetti Van Melle,"Snacks, Sweet snacks, Confectioneries, Chewing gum, en:sugar-free-chewing-gum",CAT_15,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
