barcode,product_name,brands,ingredients_text,sold_in_india_status,ingredient_confidence,status,data_source,source_license,collection_method
8908010271194,Osmania Biscuit,Cafe Niloufer,"Refined wheat flour, sugar, edible vegetable oil (hydrogenated), milk solids, raising agents, emulsifiers",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8909106085114,Horlicks Milkshake,Hindustan Unilever Limited,"water, toned milk (40%), sugar cocoa powder, malt cereal blend, stabilizers (ins407, ins471, ins415, ins412), vitamins & minerals, edible lodized salt, nature identical flavouring substances, acidity regulator (ins 339(ii)), medium chain triglycerides. allergen information: contains <span class=""allergen"">milk</span>, <span class=""allergen"">wheat</span>, <span class=""allergen"">barley</span>, and <span class=""allergen"">soy</span>.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906084418033,Makhana chikki bar,M.O.M,"nuts (46%) [peanuts and fox nuts (makhana)], jaggery, seeds (pumpkin, sunflower, white sesame and black sesame), himalayan pink salt, black pepper.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8909177010411,Corn Flakes,Aaha! Life,"corn grits (91.5%), sugar, iodised salt, malt extract, emulsifier (ins 322 (i)) & antioxidant (ins 320).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908000258235,Sunflower oil,Jivo,"cold pressed sunflower oil, vitamin a & d",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906001056904,Deal Tadka,Mothers Recipe,"water, pigeon pea (6.5%), onion, cottonseed oil, yellow lentil (2.3%), bengal gram (2.3%), garlic, black gram lentil (2%), red lentil (2%), tomato, ginger, salt, ghee (clarified butter) (<span class=""allergen"">milk</span>), green chilli, curry leaf and spices (coriander, cumin, chilli, turmeric, black pepper, <span class=""allergen"">mustard</span>, asafoetida). allergen information: contains <span class=""allergen"">milk</span>, <span class=""allergen"">mustard</span>. for allergen see ingredients in bold. may contain <span class=""allergen"">soy</span>, <span class=""allergen"">sesame</span>, <span class=""allergen"">celery</span>, <span class=""allergen"">almonds</span>, <span class=""allergen"">cashews</span>, <span class=""allergen"">pistachios</span>, coconut, <span class=""allergen"">peanuts</span>, <span class=""allergen"">wheat</span>, <span class=""allergen"">gluten</span>, <span class=""allergen"">sulphites</span>.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906161390658,Oats Coconut Cookies,Let's Try,"whole wheat flour, brown sugar, shortening, oats, coconut powder, milk, glucose, custard powder, maize starch, honey, raising agent (ins 503), salt, leavening agent (ins 503(ii)). artificial flavouring agents (coconut, milk). allergen information: contains gluten, oats and milk, also packed in a facility that also handles nuts. proprietary food (cookies) oats coconut c 8906161 3906",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906106070034,Jowar & Sweet Potato Flour Espresso Coffee Cake Mix,Serapheena,"sachet 1: jawar (sorghum), starch (sweet potato, tapioca), baking powder, salt contains nature identical and artificial flavouring substances (vanilla) sachet 2: raw cane sugar sachet 3: coffee powder no preservatives. no xanthan gum.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8909081013720,Berry Smoothie,Sunfeast,"Water, mixed berry juice concentrate, sugar, acidity regulator, colours (INS 122)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901262152860,Buffalo milk A2 milk,Amul,"buffalo milk (fat 6.0% minimum, snf 9.0% minimum).",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906020461765,No Maida Burger Bun,Baker's Loaf,"whole wheat flour (atta) (63.33%), sugar, yeast, gluten, wheat bran (1.98%), iodized salt, edible vegetable oil (refined soyabean oil), malt product, preservatives (282,200), milk solids (0.32%), emulsifier (472e), acidity regulators (270, 297), soya flour, and antioxidant (300).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8909081008269,Sunfeast MOM'S MAGIC ghee roasted cashew & almond biscuits,"ITC LIMITED., Sunfeast","maida (refined wheat flour), sugar, refined palm oil, syrup, <span class=""allergen"">nuts</span> (0.9%) [cashews nuts (0.85%), <span class=""allergen"">almonds</span> (0.05%)], raising age [500(ii), 503(ii), 450(i)], iodized salt, nature identical flavouring substances (<span class=""allergen"">butter</span>, <span class=""allergen"">nut</span>, vanilla, <span class=""allergen"">milk</span>), emulsifiers [mono and diglycerides of fatty acids (from palm oil), lecithin (from soyabean) con this or code diacetyltartaric and fatty acid esters of glycerol (from sunflower and palm oil)], artificial flavouring substances (<span class=""allergen"">butter</span>), ghee (0.01%), flour treatment agent (223), (0) (150a). contains <span class=""allergen"">wheat</span>, <span class=""allergen"">soy</span>, <span class=""allergen"">nut</span>, <span class=""allergen"">milk</span>, <span class=""allergen"">sulphite</span>, buy 1 pack of 88 g mom's magic ghee roasted cashew & almoed per pack of 88 g mom's magic ghee roasted cashew & almond free lietailer offer valid till stocks last. free pack to be collected from the",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906065056162,Nimbu Bhujiya,प्रधान,"potato, edible vegetable oil (palmolein), gram pulse flour, edible starch, rice powder, lodised salt, sugar powder, *spices & condiments (lemon powder (0.40%), tomato powder, red chilli powder, mango powder, cumin powder, coriander powder, onion powder, garlic powder), acidity regulator (ins 330), flavour enhancers (ins 627 & 631), anticaking agent (ins 551) and natural & nature identical flavouring substances. *used as natural flavouring substances",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058000012,Maggi 2-Minute Masala Noodles,"Nestle, Maggi","refined wheat flour (maida), palm oil, salt, wheat gluten, mineral (calcium carbonate), thickeners (508 & 412), acidity regulators (501(i) & 500(i)) and humectant (451(i))",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058000290,maggi,Nestlé,"noodles: refined wheat flour (maida), palm oil, lodized salt, wheat gluten, thickeners (508 & 412). acidity regulators (501(i) & 500(i)) and humectant (451(i)). masala tastemaker®: mixed spices (25.6%) (onion powder, coriander powder, turmeric powder, red chilli powder, garlic powder, cumin powder, aniseed powder, ginger powder, fenugreek powder, black pepper powder, clove powder, green cardamom powder & nutmeg powder), refined wheat flour (maida), hydrolysed groundnut protein, sugar, palm oil, starch, lodized salt, thickener (508), flavour enhancer (635), toasted onion flakes, acidity regulator (330). colour (150d), mineral and wheat gluten. allergen note: contains wheat & nut. may contain <span class=""allergen"">milk</span>, <span class=""allergen"">mustard</span>, <span class=""allergen"">oats</span> and <span class=""allergen"">soy</span>.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058005608,Maggi,Maggi,"noodles: refined wheat flour (maida), palm oil, lodized salt, wheat gluten, thickeners (508 & 412), acidity regulators (501(i) & 500 (i)) and humectant (451 (i)). 
masala *tastemaker®: mixed spices (25.6%) (onion powder, coriander powder, turmeric powder, red chilli powder, garlic powder, cumin powder, aniseed powder, ginger powder, fenugreek powder, black pepper powder, clove powder, green cardamom powder & nutmeg powder), refined wheat flour (maida), hydrolysed groundnut protein, sugar, palm oil, starch, lodized salt, thickener (508), flavour enhancer (635), toasted onion flakes, acidity regulator (330), colour (150d), mineral and wheat gluten. 
allergen note: contains wheat & nut.
may contain milk, mustard, oats and soy",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
89080450,maggi,Maggi,"water, tomato paste (24.9%), sugar, lodized sa acidity regulator (260), starch, thickener (415), preservative (211) and mixed spices",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901127034270,Prohance - HP Vanilla Flavour,Prohance,"whey protein concentrate, skimmed milk powder, maltodextrin, medium chain triglycerides, inulin, fructo-oligosaccharides, minerals, nature-identical flavouring substance, choline bitartrate, emulsifiers (soya lecithin, 472e), sodium caseinate, vitamins, artificial sweetener (sucralose), antioxidant (ascorbyl palmitate).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058823844,Maggie 8pk,"Nestlé, Maggi","noodles: refined wheat flour (maida), palm oil, lodized salt, wheat gluten, thickeners (508&412), acidity regulators (501 (i) & 500 (i)) and humectant (451()). masala *tastemaker: mixed spices guideline daily amounts of an average adult (2000 kcal (25.6%) (onion powder, coriander powder, turmeric powder, red chilli powder, garlic powder, cumin powder, aniseed powder, ginger powder, fenugreek powder, black pepper powder, clove powder, green cardamom powder & nutmeg powder), refined wheat flour (maida), hydrolysed groundnut protein, sugar, palm oil, starch, lodized salt, thickener (508), flavour enhancer (635), toasted onion flakes, acidity regulator (330), colour (150d), mineral and wheat gluten.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
89000717,Maggi rich tomato sauce,Maggi,"water,sugar,tomato paste,salt,acidity regulator,thickening agents",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058895773,Maggi Hot & Sweet tomato chilli sauce,Maggi,"water, sugar, tomato, red chilli puree, iodised salt, acetic acid, starch, mixed spices, garlic powder, xanthan gum, onion powder, sodium benzoate",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901058898422,Maggi Special Masala,Maggi,"noodles refined wheat flour (maida), palm oil, wheat gluten, lodised salt, thickeners (508 & 412), acidity regulators (501 (i) & 500 (i)) and humectant (451(i)). *tastemaker® mixed spices (35.2%) (roasted spice powder (9.3%) (coriander, turmeric, cumin, aniseed, black pepper, fenugreek, ginger, green cardamom, cinnamon, clove, nutmeg, bay leaf and black cardamom), red chilli powder, onion powder, garlic powder, black pepper powder, coriander powder, cumin powder, turmeric powder, ginger powder, aniseed powder, fenugreek powder, capsicum extract, compounded asafoetida, star anise powder, coriander extract and cumin extract), sugar, lodised salt, onion, refined wheat flour (maida), thickener (508), flavour enhancer (635), yeast extract powder, starch, palm oil, dehydrated kasuri methi leaves, acidity regulator (330), mineral, corn oil and wheat gluten. contains <span class=""allergen"">wheat</span>. may contains <span class=""allergen"">milk</span>, mustard & soy",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058003079,Maggi cheesy Tomato,Maggi,"ma ##macaroni (pasta) semolina (100%) [from wheat]. cheesy tomato *tastemaker® milk and sugar blend mix (milk solids & sugar), sugar, dehydrated tomato paste solids {tomato paste (13.7%), anticaking agent (551) & lodised salt), lodised salt, mixed spices (dehydrated onion, dried garlic, roasted garlic, cumin powder, red chilli, capsicum extract, black pepper, coriander extract & cumin extract), dehydrated green bell pepper (7.1%), maltodextrin, edible starch, cheese powder (<span class=""allergen"">cheese</span> (3%) & maltodextrin), potato flakes (potato, margarine, lodised salt, emulsifier (471) & turmeric), palm oil, thickener (508), flavour enhancer (635), oregano bits and acidity regulator (296).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058904949,Maggi HOT & Sweet Tamato chilli sauce,Maggi(Nestlé),"water, sugar, tomato paste (11.9%), red chilli puree (6.6%),iodised salt, acidity regulator-e260 , starch, mixed spices, garlic powder, thickener-e415, onion powder,preservative-e211,may contains <span class=""allergen"">milk</span> & <span class=""allergen"">nut</span>.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
89020708,Maggi rich tomato sauce,Maggi,"noodles: refined wheat flour (maida), palm oil, lodized salt, wheat gluten, thickeners (508 &412), acidity regulators (5010&500) and humectant (451) masala tastemaker: hydrolysed groundnut protein, refined wheat flour (maida), moxed spices (13.1%), sugar, onion powder, starch, palm oil, garlic powder, lodised salt thickener (508), acidity regulators (330 & 500), mineral, flavour enhancer (635), colour (150) and wheat gluten. contains wheat and nut. may contains milk, mustard, oats and soy maggi 2-minutes noodles masala 28",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058011067,Maggi veg atta noodles,Maggi,"resuitant wheat flour (resultant atta) (84.2%), palm oil, lodized salt, wheat gluten, thickeners (508 & 412), humectants (451 (i) & 452(i)) and acidity regulators (501 (1) & 500 stemaker:mixed spices (22.5%) (&quot;roasted spice mix powder (6.6%) (coriander, turmeric, cumin, aniseed, black pepper, fenugreek, ginger, green cinnamon, clove, nutmeg, bay leaf, black cardamom), onion powder, garlic powder, red chilli powder, red chilli bits, coriander powder, turmeric powder, ginger powder, aniseed powder, black pepper powder, cumin powder, cumin, fenugreek powder, capsicum extract, compounded asafoetida, star anise powder, coriander extract & cumin extract), dehydrated vegetables (16.7%) (carrot bits (8.5%), green peas (8.2%)), toasted onion flakes (onion (12.4%), corn oil), resultant wheat flour (resultant atta), sugar, lodized salt, toasted onion powder (onion (5.9%), corn oil), thickener (508), palm oil, flavour enhancer (635), yeast extract powder, starch, dehydrated kasuri methi leaves, acidity regulator (330), wheat gluten and mineral.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058008050,Maggi,Maggi,"refined wheat flour (maida), palm oil, lodized salt, wheat gluten, thickeners (508&412), acidity regulators (501 (i) & 500 (i)) and humectant (451). ware nutritional inform taserne's 10 g nutrition infrnation enery(kcal) masala *tastemaker®: mixed spices (25.6%) (onion powder, coriander powder, carbohydrate (g) turmeric powder, red chilli powder, garlic powder, cumin powder, aniseed powder, ginger powder, fenugreek powder, black pepper powder, clove powder, green cardamom powder & nutmeg powder), refined witeat flour (maida), hydrolysed groundnut protein, sugar, palm oil, starch, lodized salt, thickener (508), flavour enhancer (635), toasted onion flakes, acidity regulator (330), colour (150d), mineral and wheat gluten. allergen note: contains wheat and nut. may contain milk, mustard, oats and soj protein (9) - total sugars 19 - added sugars total fat saturated fat (g) (not more th trans fat (9)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058007220,Maggie masala magic,Maggi,"wo mi for the kridients: mixed spices, (35.3%) m rossed spice powder (17.5%) (cumin, oriander, turmeric, aniseed, black epper, fenugreek, ginger, clove, green ardamom powder, nutmeg), red chilli owder, dehydrated onion, dried garlic, us apsicum extract, coriander extract, umin extract), lodized salt, sugar, arch, flavour enhancer (635), thickener 08), palm oil, acidity regulator (330), atural flavouring substance, mineral, c) i olour (150d) b) g) d) h)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058023800,Maggi 2-minute noodles Masala,"Maggi, Nestlé","<span class=""allergen"">wheat flour</span> (maida), palm oil, iodized salt, wheat gluten, thickeners (501(ii), 500(ii)), humectant (451(i)), onion powder, coriander powder, red chili powder, garlic powder, aniseed powder, ginger powder, black pepper powder, toasted onion powder, clove powder, green cardamom powder, cumin powder, hydrolysed groundnut protein, refined wheat flour, soy oil, iodized salt, thickener (508), acidity regulator (330), color (150d), mineral, wheat gluten",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058010749,Maggie,"Fssai, Fassi, Maggie","maida ,palm oil ,lodized salt,wheat gluten,thikeners, avidity regulator humectant",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
89080795,Maggi masala magic,Maggi,"mixed spices (35.6%) (roasted spice powder (17.8%) (cumin, coriander, turmeric, aniseed, black pepper, fenugreek, ginger, clove, green cardamom powder, nutmeg), red chilli powder, dehydrated onion, dried garlic, capsicum extract, coriander extract, cumin extract), lodized salt, sugar, starch, flavour enhancer (635), b thickener (508), acidity regulator (330), palm oil, g) natural flavouring substance, mineral and vitamin. d) may contain wheat, milk, mustard and soy. h) ,onion powder,garlic powder 

spice content above 25%; salt content above",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058024425,Maggie Double Masala Instant Noodles,"Maggie, Nestle India","noodles: refined wheat flour (maida), palm oil, iodised salt, wheat gluten, thickners [508 & 412], acidity regulators [501(i) & 500(i)], and humectant [451(i)]
masala* tastemaker®: mixed spices [26.2g] [onion powder, coriander powder, red chilli powder, turmeric powder, garlic powder, cumin powder, aniseed powder, ginger powder, fenugreek powder, black pepper powder, toasted onion powder, clove powder, green cardamom powder, nutmeg powder], hydrolyzed groundnut protein, refined wheat flour (maida), sugar, starch, palm oil, iodised salt, thickener [508], acidity regulator [330], flavour enhancer [635], colour [150d], mineral and wheat gluten.
allergen note: contains <span class=""allergen"">wheat</span> and <span class=""allergen"">nut</span>.
may contain <span class=""allergen"">milk</span>, <span class=""allergen"">oats</span> and <span class=""allergen"">soy</span>.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901764061189,Coca Cola,Coca-Cola,16/1/2020 13.43pm,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8901764011252,Coca cola Original Taste 300ml can,Coca-Cola,"carbonated
water, sugar, acidity regulator (338), caffeine (8.7 mg/100 g), colour (150d), flavours (natural flavouring substances).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901764032400,Sprite Lemon Lime flv Coke Brand 2ltr,"कोका कोला क,The Coca-Cola Company","carbonated water, sugar, acidity regulators (330, 331(i)), preservative (211), flavours (natural flavoring substances",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901939125234,soya nuggets ball,Amutha,100% soia disoleata,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8901233027555,Cadbury Choco Creme Oreo,Cadbury,"sandwich biscuit ingredients: refined wheat flour (maida), sugar, edible vegetable fat, palmolein, cocoa solids (3%*), invert sugar, leavening agents (500(ii), 503(ii)), edible salt, emulsifier (322). contains added flavour (nature identical flavouring substances).
allergen information: contains <span class=""allergen"">wheat</span>. may contain <span class=""allergen"">milk</span>",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901063151376,Good day,Britannia,"wheat flour (55%), sugar, palm oil, butter (4%), skim milk powder (2%), cashew (2%), almond (2%), pistachio (1%), salt, ammonium bicarbonate & sodium bicarbonate (leavening), mono & diglycerides of fatty acids & soya lecithin (emulsifiers), tartrazine (fd & c yellow no. 5) (artificial colour) and artificial flavours (almond & vanilla).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901063151321,Britannia Good Day cashew cookies,Britannia,"wheat flour, vegetable fat (palm), sugar, cashew bits (1.8%), invert sugar, whole milk powder, butter (milk)(0.7%) ammonium bicarbonate, sodium bicarbonate (leavening), salt, soy lecithin mono & diglycerides of fatty acids (palm) & diacetyl tartaric acid esters of mono & diglycerides (palm (emulsifiers), artificial flavours (nut, butter, milk & vanilla).
contains wheat, milk, cashew & soy
manufactured in a facility that also processes egg & tree nuts (almond, pistachio).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901063151444,Good Day Chunkies Chocolate Chip Cookies,Britannia,"wheat flour, dark chocolate chips (20%), sugar, cocoa
powder, cocoa butter, dextrose, emulsifier (soy lecithin), &_natural
flavour (vanilla)j, interesterified vegetablefat (palm&sesame), sugar
skim milk powder, milk chocolate chips (4%ysugar, cocoa butter, milk
powder, cocoa powder, dextrose, emulsifer (soy lecithin &vanilla
(natural flavour leavening (ammonium bicarbonate, sodium
bicarbonate, sodium acid pyro phosphate, butter, corn syrup.invert
sugar syrup, oats powder, cocoa powder, salt, emulsifiers (mono &di
glycerides öf fatty acids palm), soy lecithin, artificial flavour
(chocolate, vanilla), acidity regulator (acid calcium phosphate).
contains:wheat (gluten), soy, sesame, milk product
ingredientes: farinha de trigo, pedaços de chocolate escuro (205)
acúcar, pó de cacau, manteigá de cacau, dextrose, emulsificante
lecitiná de soja) e aroma naturais (baunilha)1, gordura, vegetal
nieresterificada (palma e gergelim) acucar,, lee em pq magro
pedaços de chocolate leite 46) jacucar, manteiga de cacau, po dele
po de cacau, dextrose, emulsificante (lecitina de soja) e aroma
naturais baunilha)j, levantando agent bicarbonato de amonio
bicarbonato de sodio,pyrophosphate do acido do sodio]
manteigamilho xarope, açúcar invertido xarope, po pe aveia po de
cacau, sal, emulsificante (mono e digliceridos de acidos gordos
palma), lecitina de soja), aroma artificjais (chocolate, baunilha,
regulador de acidez (phosphate de calcio acido).
contém: trigo (glúten), soja, gergelimeproduto de leite
ingredients: farine de blé, pépites de chocolat noir (20) sucre
pre de cacao, beurre de cacao, dextrose, emulsifiant (lecithine du
soja) et saveurs naturelles (vanille), graisse vegetale
interestérifiée (pälme et sésame), sučre, lait ecréme en poudre
pepites de chocolat au lait (46)1sucre, beurre de cacao poudre dela
poudre de cacao, dextrose, emulsifiant (lécithine du soja) et saveurs
naturelles (vanille, agents de levage bicarbonate acide d'ammonium
bicarbonate acide de sodium, pyrophosphate acide de sodium, beurre
sirop de mais, sirop de sucre inverti, poudre d'avoine, poudrede cacao
sel, emulsifiant (mono et diglycerides d'acides gras (palme, lecithine
du sojal, saveurs artificielles (chocolat, vanile), regulateur de
lacidite phosphate de calcium acide),
contient: blé (gluten), s0ja, sésame et produits laitiers",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901063004139,Britannia Good day Chocolate Cookies 400g,Britannia,"refined wheat flour (maida), sugar, refined palm oil, dark chocolate chips (13%) sugar cocoa solids, cocoa butter, dextrose, emulsifier [322(i)] and nature identical flavouring substances, dak chocochips (5.8%) [sugar, hydrogenated vegetable fat, cocoa solids, dextrose, emulsifier [22] a nature identical flavouring substances], milk chocochips (5.8%) [sugar, hydrogenated vegetable fat, mik solids, cocoa solids, emulsifier [322(i)] and natural flavouring substances], invert sugar syrup, w solids, raising agents [503 (ii), 500(ii)], cocoa solids (0.4%), iodised salt, emulsifiers [322(i), 471 & 472 colour (150c) and nature identical & artificial (milky cocoa and vanillin) flavouring substances.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901063093522,Good Day - Cashew Cookies,Britannia,"ingredients refined wheat flour (maida), edible vegetable oil (palm), sugar, cashew nuts (4.5%), invert syrup, milk solids, butter (96%), raising agents (503&5000th 100ised salt and emulsifiers (322,471,472) contains added flavours (nature identical and artificial (milk and vanilla) flavouring substances! (numbers in brackets as per laternational numbering system) contains wheat, nuts, milk and soya.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901063370050,Good day,Brityana,"nutrition information

serving size: approx. 13g (approx. 3 biscuits)

no. of servings per pack-about product 2 per 100g (approx.)/ per serve (%) rda

energy-500kcal/(3) protein-6.8g, carbohydrate-69.1g, of which total sugars 20.40 total fat-21.8g/14) saturated fatty acids-10.99/61 mono unsaturated fatty acids

translatty acids-0g/10) cholesterol-2.7mg, sodium-223mg/(1) basis average adult's recommended dietary allowance of 2000 kcal diet

ingredients: refined wheat flour (maida), refined palm oil, sugar, invert sugar syrup, mi my sols & <span class=""allergen"">butter</span> (0.5%)], raising agents (503(ii) & 500(i)), 1001sed salt, artificial (butte natural flavouring substances and emulsifiers [4729 & 322(i)]",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904083502128,"Organic Wheat Grass Powder,100G",24 Mantra,7 day old sprouted wheat grass,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8901491983143,lays potato chips,Lay's,"potato, edible vegetable oil (palmolein oil, rice bran oil), sugar (5.5%), starch, lodised salt, ""spices & condiments (garlic powder, onion powder, chilli), cocoa solids, milk solids. contains added flavour (natural, nature identical &artificial (soy sauce) flavouring substances) ""ued a natural flavouring agent. potato chips proprietary food"" limited perod offer valid in select geographies only.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901491000789,Lays India's magic masala,Lays,"potato, edible vegetable oil (palmolein oil, rice bran oil), &quot;spices & condiments (onion powder, chilli powder, dried mango powder, coriander seed powder, ginger powder, garlic powder, black pepper powder, spices extract. turmeric powder), lodised salt, black sal sugar, tomato powder, citric acid (330).",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901491101820,lays,Lay's,find us on: facebook.com/laysindia 8 901491 101820,CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901491502023,Lay's - India's Magic Masala,"PepsiCo, Inc.","potato, edible vegetable oil (palmolein oil), *seasoning (&quot;spices & condiments, iodised salt, maltodextrin, black salt, sugar, tomato powder, acidity regulators (330, 296, 334), flavour (natural and nature identical flavouring substances), anticaking agent (551), colour (160c)). *as flavouring agent. ~contains onion and garlic",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901491001809,Lay's Sizzlin Hot,Lay's,"potatoes

edible vegetable oils: palmolein and rice bran oil

seasoning, which includes:

maltodextrin

spices and condiments (including onion and garlic)

sugar

iodised salt

acidity regulator (e330)

dehydrated vegetable (beetroot powder)

natural flavouring substances

buttermilk powder

anticaking agent (e551)

flavour enhancers (e627 and e631)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906042351877,Veg. Gelatin,Moments ...to Cherish !,"carraghenane du perou (e-417). chloride de potassiuvè(e.508), citrate de sodium",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8908000315136,"Jaipur avenue, chai tea mix, ginger",Jaipur Avenue,"partially skimmed dry milk, sugar, black tea extract, natural spices.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8908000315150,"Jaipur avenue, chai tea mix, cardamom",Jaipur Avenue,"partially skimmed dry milk, sugar, black tea extract, natural spices.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8908000640931,"Fulton sea food, frozen shrimps-pd tail off - cooked iqf",Fulton Sea Food,"shrimps, water, salt, sodium tripoly phosphate (to retain moisture) and paprica",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8909876543746,Special Mukhwas,Natraj Auroville,"sugar coated fennel. green hari pati, rose petals & menthol",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901552014281,Garlic naan,Ashoka,"tarwebloem 46%, water, knoflook 9%, zonnebloemolie, korianderbladeren, zout, suiker, gist, rijsmiddel: e500.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906046144345,Tikka curry masala organic spices,,"coriander, red chili, cumin, <span class=""allergen"">mustard</span>, black pepper, bay leaf, fennel, salt, ginger, onion, garlic, caramom, cinnamon, clove, mace, star anise",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
