barcode,product_name,brands,categories,fssai_category_code,banned_item,banned_item_type,banned_in_jurisdictions,violation_reason
9300657154851,CHICKEN SENS OF CHICKEN BREAST lite mayo,HEINZ,Canned chickens,CAT_08,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
9310015241956,Doritos Cool Ranch flavoured corn chips,Doritos,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
3023290798454,La Laitière secret de mousse saveur Rocher coco,"Nestlé, La Laitière, Secret de Mousse","Produits laitiers, Desserts, Desserts lactés, Frais, Mousses sucrées, Mousses lactées",Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
9300682051385,TWIX,TWIX,,Unknown,Patent Blue V (E131),Additive (INS/E-Code),"IN, JP, US","Banned in IN, JP, US according to additive rulebook. Functional Class: Additive."
8904422712119,Groundnut Oil,Patanjali,Oils,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650453982,Oreo Double Stuff Christmas,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
5060337509831,Monster Hydro Manic Melon,Monster,"Boissons, Boissons édulcorées",Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
9400547003037,fruit salad,Heinz,,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
9300650453487,mini OREO Caramilk Flavoured Cookie Sandwich with Caramel Flavoured Creme,OREO,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650454187,Chocolate Flavoured Sandwich with Vanilla Flavoured Creme,OREO,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7802000011900,Cheetos,Pepsico,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7802000011900,Cheetos,Pepsico,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
9300650452381,Double Stuff Mint,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0000040099873,Extra Salty Licorice 14g,MARS NORGE AS,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
5000159479080,M&M Peanut,"Mars, Mars Chocolat","Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, Fruits à coques enrobés de chocolat, Cacahuètes au chocolat",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
7790310984468,Mini Tostadistas Sabor Jamón Ibérico,"PepsiCo,Twistos","Snacks,Salty snacks,Appetizers",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8886467117930,Pringles smokey bbq 100g,Pringles,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Salty snacks made from potato, Stacked extruded potato crisps",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8852756401738,LCMs kaleiods,Kellogg's,"Snacks, Sweet snacks, Bars",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8906077361292,Pizza khakhra,Jaimin,"snacks, salty-snacks, appetizers, da:crackers, plain-salty-snacks",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7501059287228,Coffee mate caramelo,Nestlé,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cafés, Bebidas azucaradas, CREMAS, SUSTITUTO DE CREMA",Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0044000063757,Trolls Oreo,Oreo,,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0072554001529,Frozen Dairy Dessert Cones,Nestle,"Desserts, Frozen foods, Frozen desserts",Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0000030087163,Chewing Gum parfum Cerise sans sucres Hollywood,"Cadbury, Hollywood","Snacks, Snacks sucrés, Confiseries, Chewing-gum, Chewing-gum sans sucres, Parfum cerise",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0000034260777,choc whizz,Heinz,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0000040099361,Extra Sugarfree Peppermint 14g,"Mars inc, Wrigley's Extra",,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0000040822747,Schweppes,Coca-Cola,"Boissons et préparations de boissons,Boissons,Boissons gazeuses,Sodas,Boissons avec sucre ajouté,Boissons light,Boissons gazeuses sans jus de fruit à teneur réduite en sucres",CAT_14,Quinoline Yellow (E104),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901262140065,Lite Bread Spread,Amul,"Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0000042069775,Extra Sweetmint 14g,Mars norge,"Snacks, Sweet snacks, Confectioneries, Chewing gum, en:sugar-free-chewing-gum",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0000042211464,Ice Peppermint Chewing Gum Sugar Free Pieces,"Extra, Cadbury",,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8906002000494,Dr Oetker Funfoods Veg Mayonnaise,"Funfoods,Dr Oetker",Mayonnaises,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901972062947,Creme 4 Fun,Dukes,"463.2, en:biscuits",CAT_07,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
6271001736302,Hummus chips - Bliss,Kitco,en:appetizers,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0000075019426,M & M´s Minis,MARS,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8904288626070,Mixed fruit Jam,Tops,,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906035030222,Freedom Refined Sunflower Oil,Freedom,Sunflower oils,CAT_02,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0745367361820,"Target, bloody bones decorating candies","Target,  Brand's Country Kitchen Supplies  Inc.","Snacks, Sweet snacks, Confectioneries",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0745367367266,Holiday Decorating Candies,"Target Corporation,  Brand's Country Kitchen Supplies  Inc.",,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
8901595963355,chings noodles,Ching's,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901063139336,Britannia bourbon 100g,Britannia,"Snacks, en:biscuits",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
0000093557153,"Lemon, line & bitter",Coca-Cola,,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
0000093657778,Salad cream,Heinz,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0000093657778,Salad cream,Heinz,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0000093698450,Tic Tac Fruit Adventure,Ferrero,"Snacks, Sweet snacks, Confectioneries, en:candies",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8994963003272,Instant Noodles Special Chicken Flavour,,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901512939005,Snack Nacho Chips,Sundrop,Snacks,CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901014000401,Geki hot and spicy,nissin,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901030735349,Fruit & Nut,Kwality wall's,en:ice-creams-and-sorbets,CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901030735349,Fruit & Nut,Kwality wall's,en:ice-creams-and-sorbets,CAT_03,Fast Green FCF (E143),Additive (INS/E-Code),"EU, UK","Banned in EU, UK according to additive rulebook. Functional Class: Additive."
8901063155459,Tiger Krunch ChocoChips,Britannia,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Chocolate biscuits",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8901262178259,Ice Cream Sandwich Vanilla,Amul,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream sandwiches",CAT_03,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906006850828,BaskinRobbins Cotton Candy Ice Cream,"BR,BaskinRobbins","Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams",CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8906000921555,Daadi's Peri Peri Khakhra,Daadi's,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0711381319321,Chocolate Beach Stones,Stonewall Kitchen,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8906069400527,Veeba sandwich spread,VEEBA,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901512825605,Snacko Cheese & Herbs Flavour Bakes Twisties,Snacko,snacks,CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906007280259,Fortune Physically Refined Rice Bran Oil,Fortune,"Oils,Rice bran oils",CAT_02,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906026504961,Cream Roll,Nafees,,Unknown,Green S (E142),Additive (INS/E-Code),"IN, JP, US","Banned in IN, JP, US according to additive rulebook. Functional Class: Additive."
8901648000860,Chocolate Flavoured Milk,Mother Dairy,"Beverages and beverages preparations,Beverages,Dairies,Milks (liquid and powder),Dairy drinks,Milks,Flavoured milks",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901648000860,Chocolate Flavoured Milk,Mother Dairy,"Beverages and beverages preparations,Beverages,Dairies,Milks (liquid and powder),Dairy drinks,Milks,Flavoured milks",CAT_14,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8906002004379,Dr. Oetker Funfoods Veg Mayonnaise,Dr. Oetker,Mayonnaises,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906018990840,Yum,Amulya,Strawberry flavoured Creme Wafers,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8904052503804,Dinshaw's Butterscotch,Dinshaw's,Ice creams,CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901044600930,Rose Sharbat,Mapro,,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901709008828,Priya Vanaspati,Priya,"Vanaspati oil,Oils",CAT_02,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901393019490,Chupa Chups Tubes Mini,Chupa Chups,Good,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901044210856,mapro jam,Mapro,en:mixed-fruit-jams,CAT_04,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901512102904,Sundrop Superlite Advanced Refined Sunflower Oil,Sundrop,Refined deodorized sunflower oils,CAT_02,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901014000609,Pokeman Ramen Fun Masala,Nissin,"Plant-based foods and beverages,Plant-based foods,Dried products,Pastas,Dried products to be rehydrated,Noodles,Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8904238400187,Chicken 65 Masala,Tasty,Chicken tikka masala,CAT_08,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901777950173,Ice Cream Belgian Chocolate,Vadilal,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream in a box",CAT_03,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8901063146952,Winkin Cow Strawberry,Winkin Cow,,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8904089325943,Zulubar dark crunch,Havmor ice cream,"Desserts,Ice creams and sorbets,Ice creams,Frozen desserts",CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8902268014688,anmol swiss roll,,,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8904288626322,Strawberry Jam,Tops,Jam,CAT_04,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901689031007,Butterscotch Crush,Mala's,"Beverages and beverages preparations,Beverages,Flavoured Drinks",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901689031007,Butterscotch Crush,Mala's,"Beverages and beverages preparations,Beverages,Flavoured Drinks",CAT_14,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8909106048928,Chocolate Ice Cream,Kwality Walls,Ice cream in a box,CAT_03,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901393019377,Chula Chups,"Chupa Chups, Perfetti",,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8908010271194,Osmania biscuit,Cafe niloufer,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
8909081013720,Berry Smoothie,Sunfeast,,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8888307120063,Red Bull Plus,Red Bull,"Beverages, Energy drinks, Energy drink without sugar and with artificial sweeteners",CAT_14,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
9300650454149,Oreo Double Stuffed Sour Patch Kids Cookies 136g,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7622300761349,Oreo Mini Stuffed With Vanilla Cream Cookies Imp,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7622201718350,OREO COBERTURA SABOR A CHOCOLATE BLANCO,OREO,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
9300650451506,Oreo Double Stuffed Cinnamon Bun,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7622300484071,Oreo Golden Roll,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650454101,Double Stuff Oreo Pascall Marshmallows,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7622210708434,Oreo Dark and White Chocolate Flavoured Cream Sandwich Cookies,"Oreo, Mondelez International","Desserts, en:filled-biscuits",CAT_07,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650450615,Oreo Double stuff,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9310034002392,Mini Oreo,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650451728,Oreo,Oreo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Filled biscuits, Chocolate sandwich cookies",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650025479,"choc Oreos 
oreo choc split",Oreo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650452701,OREO Original Choc Cookie Sandwich with Sweet Vanilla Creme,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8992760223022,oreo (bwn) chocolate 27.6g,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650022539,Oreo,oreo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Filled biscuits, Chocolate sandwich cookies, Sandwich biscuits",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
4892642101926,Oreo Chocolate Creme Cookies,Oreo,en:chocolate-sandwich-cookies,CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8992760121014,oreo (w) vanilla 27.6g,OREO,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7622210515278,mini oreo,"Oreo, โอรีโอ",,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7622201430122,Oreo goût ice cream,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7622300878962,Oreo Less Sugar Vanilla Cream Chocolate Sandwich Cookies,Oreo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7622202234903,Oreo coca cola,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7790310982433,Lays jamón serrano,"Lay's,Pepsico","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Chips de patatas fritas, Chips de patatas fritas con sabores",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
8002270033902,Sanbitter,"Nestlé,San Pellegrino","Boissons et préparations de boissons,Boissons,Boissons gazeuses,Sodas",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
0058496456610,Miniar,Mars,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, Candies",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0786832820435,Asiago Dinner Rolls,Royal Kitchens  Inc.,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",CAT_14,Potassium Bromate (E924A),Additive (INS/E-Code),"EU, IN","Banned in EU, IN according to additive rulebook. Functional Class: FLOUR_TREATMENT_AGENT."
0786832820435,Asiago Dinner Rolls,Royal Kitchens  Inc.,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",CAT_14,Potassium Bromate,Ingredient (Flour Treatment),"IN, EU, UK, JP","Banned in India (FSSAI 2016), EU, UK, and Japan due to genotoxic carcinogenicity."
0071214054226,Lemon Creme Cake,Old Home Kitchens,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0038000121593,"Cereal bars, blueberry",Kellogg's,Snacks,CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130501755,"Signature kitchens, curious george, flavored snacks, assorted fruit","Signature Kitchens,  Safeway  Inc.","Snacks, Sweet snacks, Confectioneries",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0745367366559,Day Of The Dead Sprinkles Decorating Candies,Brand's Country Kitchen Supplies  Inc.,Baking decorations,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0745367366559,Day Of The Dead Sprinkles Decorating Candies,Brand's Country Kitchen Supplies  Inc.,Baking decorations,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0745367367235,"Target corporation, holly & berries decorating candies","Target Corporation,  Brand's Country Kitchen Supplies  Inc.",Baking decorations,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0745367368010,"C.K. Products, Llc, Nonpareils Decorating Candies",Brand's Country Kitchen Supplies  Inc.,"Snacks, Sweet snacks, Confectioneries",CAT_15,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0064100148833,Double Toasted Cheez-it,Kellogg's,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0023933665191,Banana Foster Pie,Dierbergs Kitchen,undefined,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
9300605106598,Noodles,Maggi,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Produits déshydratés, Pâtes alimentaires, Produits lyophilisés à reconstituer, Nouilles, Nouilles instantanées, Nouilles chinoises",Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0002544317101,POP TARTS FROSTED STRAWBERRY,KELLOGG´S,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Toaster pastries, es:Tarta de trigo, en:pies",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0041548662947,Ice Cream,Nestlé,"Desserts, Frozen foods, Frozen desserts",Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0855883003088,Pumpkin Pie,Home Chef Kitchen  Inc.,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Sweet pies, Pies, Pumpkin pies",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
7622210106988,DAIRY MILK MARVELLOUS CREATIONS JELLY POPPING CANDY,Cadbury,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
