barcode,product_name,brands,ingredients_text
6487194854347995,"California Pizza Kitchen, Pavan Liqueur",California Pizza Kitchen,undefined
6942809,Pepsi,Pepsi,"carbonated water, glucose-fructose and/or sugar, caramel colour, phosphoric acid, caffeine, citric acid, natural flavour. ingrédients: eau gazéifiée, glucose-fructose et/ou sucre, colorant caramel, acide phosphorique, caféine, acide citrique, arome naturel."
649001724686582605,"California Pizza Kitchen, Pepperoni Pizza, Kids",California Pizza Kitchen,undefined
641624306544399516134892,"California Pizza Kitchen, Poke Chop Chop Salad, Full",California Pizza Kitchen,undefined
28348444184632764,"California Pizza Kitchen, Sauteed Cremini Mushrooms, For Bolognese Spaghetti",California Pizza Kitchen,undefined
16481304202604012027,,,
4919308,tab,Coca-Cola,"carbonated water caramel matural flavors phosphorc acio calcium saccharin potassium benzoate (to protect taste) caffeine, aspartame"
6685627,oreo original,Oreo,"flour of wheat , sugar, palm oil, rapeseed oil, cocoa powder 4,5%, starch, wheat , glucose-fructose syrup, baking powder (carbonate of potassium, carbonate of ammonium, sodium), salt, emulsifiers (soy lecithin, sunflower lecithin), flavour,"
3583111,Kellogg's Crunchy Müsli Choco &Nuts,Kellogg's,"vollkornhaferflocken(47%), zucker, palmöl, schokoladenstücke(11%)(zucker, kakaomasse, kakaobutter, pflanzliche öle(palm, shea, sal, mango) in veränderlichen gewichtsanteilen, milchfett, emulgator{sojalecithine}), weizenmehl, haselnüsse(3%), kokosnuss, melasse, salz, gerstenmalz, zimt."
1299007,Pepsi,Pepsi,"carbonated water, high fructose corn syrup, caramel color, sugar, phosphoric acid, natural flavor, caffeine, citric acid."
7543869,watties rich brown gravy,Heinz,"potato starch, dextrose, maltodextrin, salt, whey powder (contains milk), vegetable powders, colours (150d (contains preservative (220), 164), beverage whitener (contains milk, soy), natural flavours, hydrolysed vegetable protein, vegetable gum (415), flavour enhancer (635), herb & spice, traces of sesame. nu &quot;wh ser ap sen packed for: heinz wattie's ltd, 513 king street north ene prowatties"
3801284,Pringles,"plingles, Pringles",jjientes de pa ebor original rformación nutriciona prción: 25g (1 taaza de te cantidat ywi kalor energético koalk 10 carbookidiratios (g presteinas (c grasas totales ( grasas sturadas grasas trans. fibra atimentaria wdis i smanses
5480142,bens origi al ready rice roasted chicken,Mars,"water, parboiled long grain rice"
4641063,Coca-cola cherry,Coca-Cola,"average serving size: 1 can (355ml) coca-cola cherry carbonated nutriton information servings per pack: 1 per serve per 100g energy protein 628kj 177k) 0.0g 0.0g 0.0g 0.0g 12g 12g 9.9mg fat - total 0.0g 0.0g 42g saturated carbohydrates-total sugars 42g sodium 35mg contains: carbonated water, high fructose corn syrup, colour (150d), food acid (336), natural flavours, caffeine 34mg/355ml. imported by: robin foods product of usa. contains: caffeine. of can 8-01107 arm 10c of le 30313 bya member of the coga-cola bottlers' association. atlanta, ga 30327. caffeine content: 34 mg/12 fl oz 2018 the co ca-col acompany"
32670414005370515721,"California Pizza Kitchen, Seagrams Ginger Ale",California Pizza Kitchen,undefined
37111679543689589379,"California Pizza Kitchen, Shrimp, For Garlic Cream Fettuccine",California Pizza Kitchen,undefined
2035,Frosted Mini Wheats Little Bites,Kellogg's,"whole grain wheat, sugar, brown rice syrup, <span class=""allergen"">gelatin</span>, bht for freshness, reduced iron, folic acid"
42186620634701898142198,"California Pizza Kitchen, The Original BBQ Chicken Pizza, 7&quot;",California Pizza Kitchen,undefined
4159945388191252130,"California Pizza Kitchen, Tostada, 1 Slice",California Pizza Kitchen,undefined
2844633,Doritos,Doritos,"corn, vegetable oil (sunflower, canola, and/or corn oil), maltodextrin (made from corn), and less than 2% of the following: salt, cheddar cheese (milk, cheese cultures, salt, enzymes), whey, monosodium glutamate, buttermilk, romano cheese (part-skim cow's milk, cheese cultures, salt, enzymes), romano cheese (cow's milk, cheese cultures, salt, enzymes), whey protein concentrate, onion powder, corn flour, natural and artificial flavor, dextrose, tomato powder, lactose, spices, artificial color (yellow 6, yellow 5, red 40), lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell pepper powder, disodium inosinate, disodium guanylate, potassium chloride, and sodium caseinate."
4925406,Cocacola caffeine free,Coca-Cola,"carbonated water, high fructose corn syrup, caramel color, phosphoric acid, natural flavors"
6841511,Mango Habanero Sauce Style Mayonnaise,Heinz,"dairy-free cheddar cheese alternative (water, coconut oil, potato starch, modified potato starch, salt, potato protein, yeast extract, natural flavor, xanthan gum, lactic acid, annatto extract color), powdered cellulose added to prevent caking."
3801002,Chocolate Peanut Butter Protein Meal Bars,Kellogg's,"<span class=""allergen"">soy protein isolate</span>, sugar, soluble corn fiber, vegetable oil (palm and palm kernel oil with sorbitan tristearate, <span class=""allergen"">soybean</span> and palm oil with tbhq for freshness), peanut butter (<span class=""allergen"">peanuts</span>), fructose, inulin, corn syrup, dextrose, cocoa processed with alkali"
1358900,Heinz Relish Sweet,"Bell, Heinz","cucumbers, high fructose corn syrup, cabbage, distilled white vinegar, salt, potassium sorbate and sodium benzoate (as preservatives), guar gum, aluminum sulfate, xanthan gum, dried red bell peppers, polysorbate 80, natural and artificial flavors (including celery), fd&c yellow no. 5 and fd&c blue no. 1."
1346701,Texas Style Bold & Spicy BBQ Sauce,Heinz,"distilled white vinegar, tomato paste, water, cane sugar, dark brown sugar, salt, blackstrap molasses, lemon juice concentrate, spices, corn starch, natural flavor, onion powder, garlic powder, paprika, natural smoke flavor, mustard seed, tamarind concentrate, xanthan gum, anchovies, onions, garlic, turmeric, natural extractive of paprika."
6104414,Suhana sambar masala,,"coriander,chili,fenugreek,cumin,curry leaves,edible common salt,bengal gram,green gram,black gram,black pepper,cassia bark (taj),turmeric,asafoetida,refined cottonseed oil."
8974842,Nutella,Ferrero,"zucker, palmöl, haselnusse (13 %), magermilch pulver (8,7 %), fettarmer kakao, emulgator lecithine (soja), vanillin."
1303007,Carolina Mustard Style Sweet Mustard BBQ Sauce,Heinz,"cane sugar, water, yellow mustard (distilled white vinegar, water, mustard seed, salt, turmeric, paprika, spices), distilled white vinegar, tomato paste, apple cider vinegar, corn starch, salt, blackstrap molasses, spices, onion powder, garlic powder, xanthan gum, natural smoke flavor."
1373909,Organic Tomato Ketchup,Heinz,"organic tomato concentrate from red ripe organic tomatoes, organic distilled vinegar, organic cane sugar, salt, organic onion powder, organic spice, natural flavoring."
4414483,Oscar Mayer Bologna,Heinz,"mechanically separated wkes, of salt, ground mustard seed, sodium phosphates, potassium chloride, sodium propionate, sodium diacetate, <span class=""allergen"">beef</span>, sodium benzoate, flavor, sodium ascorbate, sodium nitrite, hydrolyzed beef stock, autolyzed yeast, fat cal 70 dextrose, extractives of paprika, sodium lactate, potassium lactate, celery seed extract. amount per serving calories 80 % daily value* |"
7548908000500290743,Kinder Pingui Caramel,"Ferrero, Kinder","chocolat supérieur au lait 24% (sucre, beurre de cacao, lait en poudre, pâte de cacao, émulsifiants : lécithines [soja], arômes), lait frais pasteurisé 16%, caramel 15% (lait concentré sucré, sirop de glucose, sucre, huile de palme, sucre caramélisé, gélifiant : pectine amidée ; émulsifiants : mono et diglycérides d'acides gras ; arômes, sel), farine de froment, huile de palme, sucre, lait écrémé en poudre, lactose, dextrose, oeuf, beurre concentré, levure de bière, arômes, émulsifiants : mono et diglycérides d'acides gras ; arômes, sel."
1326901,Heinz 57 Sauce,Heinz,"tomato puree (water, tomato paste), high fructose corn syrup, distilled white vinegar, malt vinegar (contains barley), salt, contains less than 2% of modified food starch, raisin juice concentrate, mustard flour, soybean oil, turmeric, spices, apple puree, sodium benzoate and potassium sorbate (preservatives), caramel color, garlic powder, onion powder, natural flavors."
4760733,ice cream,Mars,"ice cream: skim milk, <span class=""allergen"">cream</span>, sugar, corn syrup, peanut butter (<span class=""allergen"">peanuts</span>), <span class=""allergen"">whey</span>, cocoa powder, mono and diglycerides, carob bean gum, guar gum, salt, carrageenan. chocolatey coating: sugar, coconut oil, <span class=""allergen"">milk</span>, <span class=""allergen"">lactose</span>, palm oil, chocolate, cocoa powder, <span class=""allergen"">soy lecithin</span>, artificial flavor. caramel: corn syrup, skim milk, sugar, palm oil, milkfat, <span class=""allergen"">lactose</span>, salt, carrageenan, artificial flavor. peanuts: peanuts, palm oil. ud allergy information: contains <span class=""allergen"">milk</span>, <span class=""allergen"">peanuts</span> and <span class=""allergen"">soy</span>. may contain <span class=""allergen"">tree nuts</span> and <span class=""allergen"">wheat</span>."
6549337,"7up lemon, lime & bubbles",PepsiCo,"carbonated water, glucose-fructose and/or sugar, citric acid,natural flavours, malic acid,sodium citrate sodium benzoate."
9891,Millet House Malt,Millet House,"siridhanya millets (foxtail, kodo, little, barnyard, browntop) proso millet, sprouted cereals & pulses (bajra, ragi, green gram, horse gram, black eyed peas, chick peas, maize, jowar, toor seeds, peas), dry fruits & nuts (almond, pista, dates, cashew, ground nut, dry grapes), seeds (fenugreek, flax, watermelon, pumpkin, sunflower), sabudana, cardamom, dry ginger."
6742708,Coca-Cola,Coca-Cola,"carbonated water, sugar/glucose-fructose, caramel colour, phosphoric acid, natural flavour, caffeine"
6795108,Coca-Cola,Coca-Cola,"carbonated water, sugar/glucose-fructose, caramel colour, phosphoric acid, natural flavour, caffeine."
6981303,Life Wtr,pepsico,ingredients eau traite demineralisee sulfate de magnesium bicarbonate de potassium. ozone
8024992,nutella,Ferrero,"zucchero, olio di palma, nocciole (13%), latte scremato in polvere (8,7%), cacao magro (7,4%), plas emulsionanti: lecitine (soia), vanillina."
1326406,57 sauce,Heinz,"tomato puree (water, tomato paste), high fructose corn syrup, distilled white vinegar, malt vinegar (contains <span class=""allergen"">barley</span>), salt, contains less than 2% of the following: modified food starch, raisin juice concentrate, mustard flour, soybean oil, turmeric, spices, apple puree, sodium benzoate and potassium sorbate (preservatives), caramel color, garlic powder, onion powder, natural flavors."
4300953,Cool Whipe,Kraft Heinz,"% daily value cont amount/serving nutrition facts serving size 2 tbsp (9g) servings per container about 25 total fat 1.5g saturated fat 1g trans fat og cholestero! omg sodium omg total carbohydrate 3g sugars 2g protein og to 2% in 5% do st ref 0% ref 0% for 1% coo calories 25 mic or to s not a significant source of dietary fiber, vitamin a, vitamin c, calories from fat 15 &quot;percent daily values are based on a 2,000 calorie diet pac o calcium and iron. packa ingredients: water, corn syrup, high fructose corn syrup, hydrogenated vegetable oil (coconut&palm kernel oils), skim milk, contains less fresh v 2% of light cream, sodium caseinate, natural and artificial flavor anthan and guar gums, modified food starch, polysorbate 60, sorbitan momostearate, sodium polyphosphate, beta carotene (color). contains:milk kraft heinz foods company, chicago, il 60601 1-800-431-1001"
4908128,Aha water,Coca-Cola,"carbonated water, natural flavors"
20968557748381851575,"California Pizza Kitchen, Irish Coffee",California Pizza Kitchen,undefined
209121160424821746043511,"California Pizza Kitchen, Kim Crawford Sauvignon Blanc, 6 Oz",California Pizza Kitchen,undefined
6792004,Zero Sugar Cola,Coca-Cola,"carbonated water, caramel colour, phosphoric acid, aspartame (phenylalanine), potassium benzoate, natural flavour, potassium citrate, acesulfame-potassium, caffeine."
36894760438939833781,"California Pizza Kitchen, La Crema Pinot Noir, 3 Oz",California Pizza Kitchen,undefined
3595705440974938779000,"California Pizza Kitchen, Mark West Pinot Noir, 6 Oz",California Pizza Kitchen,undefined
916050882487940365663,"California Pizza Kitchen, Pepperoni Pizza, 7&quot;",California Pizza Kitchen,undefined
314131,bounty,bounty,"chocolate, coconut"
890727214263538609,"LongHorn Steakhouse, White Peach Iced Tea",LongHorn Steakhouse,undefined
890718130469834980456,"Papa John's, BBQ Dipping Sauce",Papa John's,undefined
45470973478253096510,"California Pizza Kitchen, San Pellegrino Sparkling Mineral Water",California Pizza Kitchen,undefined
1366103,Hot Dog Relish,Heinz,"relish stock (cucumbers, cabbage, salt), high fructose corn syrup, mustard (distilled white vinegar, mustard seed, water, salt, turmeric, natural flavor, spices), distilled white vinegar, mustard seed, dehydrated onion, xanthan gum, spices, potassium sorbate (preservative), red bell peppers, natural flavoring, fd&c yellow no 5, extractive of turmeric."
1389900,Tomato Ketchup,Heinz,"organic tomato concentrate from red ripe organic tomatoes, organic distilled vinegar, organic sugar, salt, organic onion powder, organic spice, natural flavoring,"
286491904374063939316,"California Pizza Kitchen, Sledgehammer Zinfandel, 6 Oz",California Pizza Kitchen,undefined
832317778304632274511,"California Pizza Kitchen, Sonoma Cutrer, Russian River Ranches Chardonnay, 9 Oz",California Pizza Kitchen,undefined
3458821447039262520,"California Pizza Kitchen, Tazo Hot Teas",California Pizza Kitchen,undefined
634478478522488377813138,"California Pizza Kitchen, The Original BBQ Chicken Pizza",California Pizza Kitchen,undefined
6577847,unicorn fruity snacks,kelloggs,corn syrup sugar apple puree concentrate modififed5food starch water gelatin contains 2% or less
8905807694887297297,"Qdoba, Crunchy Flour Tortilla Bowl",Qdoba,undefined
5733507,Tomato Juice,Heinz,"tomato juice, salt. ingredients: jus de tomate, sel"
1223101,Diet cola,Pepsi,"carbonated water, caramel color, phosphoric acid, potassium benzoate (preserves freshness), sucralose, acesulfame potassium, caffeine, natural flavor, citric acid."
1417579,Monster- White Can,Monster,"ib bbsy ble aurine, l-carnitine, caffene, inositol sgravor, l-carnitine l-dartrate, caffeine, sucralose maufactured fob morster biergy company 1 monster way coroba, ca 02870 lsa o 2012 monster energy company cobsume desporsibly: dot recommended foo childgel hlactbamide (vtc b3), - calcium pantothenate (vit. b5), acesulfame potassium, mositol, pyridoxine hydrochloride soric acd (presevative, benzoic acid (preservative, people sersitive to caffene, preghant wome od wome ste bebgy ze0 uura is low in calories calorie lal total fat og sodium 370mg total carbohydrate 6g total sugars 0g includes og added sugars erythritol 2g protein og 0% 16% 2% 0% niacin (vit. b3) vitamin b6 vitamin b12 pantothenic acid (vit. b5) 250% s 240% 490% 400% not a significant source of saturated fat, trans fat, cholesterol, dietary fiber, vitamin d, calclum, iron and potassium. the % daily value (dv) tells you how much i nutrient in a serving of food contributes a dally diet. 2,000 calories a day is used for general nutrition advice. gibie ts: carborated water, citric acid, erythaitul sodium citrae laural & artificial flavors, paia mt d). canocobalamd (vil b12). rou all sources: 140mg peb cal lean ca crv me-vt-ct-ma-ny ia-hi 5¢ mi-or 10"
3808177,froot loops,Kellogg's,"corn flour blend (whole grain yellow corn flour, degerminated yellow corn flour), sugar, <span class=""allergen"">wheat flour</span>, whole grain oat flour, modified food starch, contains 2% or less of vegetable oil (hydrogenated coconut, soybean and/or cottonseed), <span class=""allergen"">oat fiber</span>, maltodextrin, salt, soluble corn fiber, natural flavor, red 40, yellow 5, blue 1, yellow 6, bht for freshness. vitamins and minerals: vitamin c (ascorbic acid), reduced iron, niacinamide, vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin hydrochloride), folic acid, vitamin d3, vitamin b12. contains wheat ingredients"
6791801,Cola,Coca-Cola,"carbonated water, sugar/glucose-fructose, caramel colour, phosphoric acid, natural flavour, caffeine."
9436004,heinz ketchup,Heinz,"tomato paste mace from fresh ripe tomatoes) liquid sugar, white vinegar, salt onion powder, spices ingredients: pate de tomate (faite de tomates mores bien fraiches), sucre liquide, vinagre blanc, sel, oignon en poudre, epices quality guaranteed-non-removable cap shake before using qualité garantie - capuchon inamovible bien agiter avant de servir heinz prepared for / préparé pour: 35315273 heinz canada north york, ontario m2n 7k5 product of usa/produit des é-ua"
5731208,Tomato Ketchup,Heinz,"pate de tomate (faite de tomates mures bien fraiches), sucre liquide,vinaigre blanc, sel, oignon en poudre, epices"
7561508000500119785,Kinder Pingui Cacao,"Ferrero,Kinder","lait frais pasteurisé 21%, chocolat fin 20% (sucre, pâte de cacao, beurre de cacao, émulsifiants : lécithines [soja], arômes), sucre, huile de palme, farine de froment, lait écrémé en poudre,dextrose, cacao 1,5%, beurre concentré, oeuf, sirop de glucose-fructose, cacao maigre, levure de bière, arômes, émulsifiants : mono et diglycérides d'acides gras, sel."
6401612,Corn Flakes,Kellogg's,"flaked milled corn, sugar, malt (corn flour, malted barley), salt, colour, bht. vitamins and minerals: iron, niacinamide, thiamine hydrochoride, d-calcium pantothenate, pyridoxine hvdrochloride, folic acid."
890107130110713,Soya Milk,Hershey's Sofit,"water, soyabeans, acidity regulator (e500), oligofructose"
6781901,Cherry-flavoured calorie-free cola,Coca-Cola,"carbonated water, caramel colour, phosphoric acid, aspartame (phenylalanine), potassium benzoate, natural flavour, acesulfame-potassium, potassium citrate, caffeine"
985331,Kinder joy,Ferrero,"sugar, vegetable oils (palm oil, sheanut oil, and sunflower oil), skim milk powder, wheat flour, cocoa, wheat germ, wheat starch, cocoa mass, malt extract, soy lecithin, whey proteins, cocoa butter, artificial flavors, ammonium bicarbonate and sodium bicarbonate, salt."
6717401,Dasani Water,Coca-Cola Company,"water, magnesium sulphate, potassium chloride, ozone"
1310308,Tomato Ketchup,Heinz,"tomato concentrate (red ripe tomatoes), distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring."
1728590,cranberry,nature's bounty,"gelatin  soybean oil, vegetabl glycerin"
15588,Moong dal,Supreme Harvest,moong dal
127190550000400,pawan,kakala,
3808403,Sour Cream & Onion Flavored Potato Crisps,Pringles,"dried potatoes, vegetable oil (contains one or more of the following: corn oil, cottonseed oil, soybean oil, and/or sunflower oil), corn flour, wheat starch, maltodextrin, mono - and diglycerides, contains 2% or less of salt, <span class=""allergen"">whey</span>, rice flour, dextrose, monosodium glutamate, coconut oil, onion powder, sugar, natural flavors, nonfat milk, sour cream (<span class=""allergen"">cream</span>, nonfat milk, cultures), citric acid, sodium caseinate, lactic acid, yeast extract, disodium inosinate, disodium guanylate, <span class=""allergen"">buttermilk</span>, malic acid, invert sugar, cultured nonfat milk, <span class=""allergen"">cream</span>,"
7533,Cardamom Green Whole,SFT,cardamom
1229406,1 Liter Pepsi,Pepsi,"carbonated water, high fructose corn syrup, caramel color sugar, phosphoric acid, caffeine, citric acid, natural flavor"
1334609,Kansas City Style Sweet & Smoky BBQ Sauce,Heinz,"distilled white vinegar, cane sugar, tomato paste, water, dark brown sugar, blackstrap molasses, salt, modified food starch, natural smoke flavor, mustard seed, onion powder, garlic powder, spices, xanthan gum."
1393806,Simply Heinz Tomato Ketchup,Heinz,"tomato concentrate from red ripe tomatoes, distilled vinegar, sugar, salt, onion powder, spice, natural flavoring"
4901202,Cola,Coca-cola,"carbonated water, high fructose corn syrup, caramel color, phosphoric acid, natural flavors, caffeine"
1201701,Pepsi,Pepsi,"carbonated water, high fructose corn syrup, caramel color, sugar, phosphoric acid, caffeine, citric acid, natural flavor."
890036724691991500594880,"Wendy's, Spicy Chicken Wrap",Wendy's,undefined
1331408,"Heinz, Premium Horseradish Sauce",Heinz,"soybean oil, distilled white vinegar, horseradish, water, sugar, high fructose corn syrup, egg yolks, salt, lemon juice concentrate, mustard flour, onion powder, spices, corn oil, xanthan gum, onion juice concentrate, natural and artificial flavorings, calcium disodium edta added to protect flavor, extractives of turmeric."
6840813,Mayochup Sauce Style Mayonnaise Style Sauce,Heinz,"vegetable oil, vinegar, sugar/glucose-fructose, concentrated tomato paste, hydrolyzed egg yolk, salt, liquid yolk (egg), liid whole egg. seasonings, potassium sorbate, sodium benzoate, concentrated lemon juice nthan gum, modified com starch, paprika oleoresin calcium disodium edta. contains: egg. ingrédients: huile végétale, vinaigre, sucre glucose-fructose, pâte de tomate concentrée, jaune d'œuf hydrolyse, sel, jaune d'euf liquide, euf entier liquide assaisonnements, sorbate de potassium, benzoate de sodium, jus de citron concentré gomme xanthane, amidon de mais modifié, oléorésine de paprika, edta 04050036599600 06840813 disodique de calcium. contient : euf kraft heinz canada, toronto, on m5j 1a7 1-877-57heinz (1-877-574-3469) product of u.s.a./produit des é.-u. 047"
7027703,Toblerone,Toblerone,"milk chocolate (sugar, milk ingredients, cocoa butter, unsweetened chocolate, <span class=""allergen"">soy lecithin</span>, artificial flavour), nougat (sugar, honey, <span class=""allergen"">almonds</span>, dried egg-white, citric acid). contains<span class=""allergen"">: milk</span>, <span class=""allergen"">soy</span>, <span class=""allergen"">almond</span>, <span class=""allergen"">egg</span>. ingrédients : chocolat au lait (sucre, substances laitières, beurre de cacao, chocolat non sucre, lécithine de soja, arôme artificiel), nougat (sucre, miel, amandes, poudre de blanc d'ceuf, acide citrique). contient: lait, <span class=""allergen"">soja</span>, amandes, eufs. imported by/importé par mondelez canada inc., toronto, on m8x 2x2 8 made in switzerland / fabriqué en suisse ki co be www.snackworks.ca www.facebook.com/toblerone 1-877-344-4044"
4384708,Colliders,"Kraft Heinz Foods,Mounds","skim milk, water, sweetened coconut (sugar, desiccated coconut, pectin, natural flavor, locust bean gum, lemon juice concentrate, calcium citrate), cream, sugar semisweet chocolate (sugar, chocolate, cocoa butter, cocoa processed with alkali, milkfat, soy lecithin, natural flavor, milk), hydrogenated vegetable oil (coconut and palm kernel oils), modified cornstarch, contains less than 2% of salt, cocoa processed with alkali, sodium stearoyl lactylate (for smooth texture), artificial color, sucrose fatty acid esters, natural flavor. contains: milk, coconut, soy."
6123914,lea perrins,"Heinz, lea perrins","vinagre de malta ( cebada) vinagre de alcohol, melaza, azúcar, sal, anchoas, (peixe) extracto de tamarindo, cebolla, ajo,especias, aromas"
6062420,Hot Chili BBQ Sauce,Heinz,"tomatenmark, branntweinessig, zucker, melasse, paprika, modifizierte stärke, chili 1,9%, salz,knobauch, scotch-bonnet-chili 0,2%, zwiebeln, ingwer, aroma, raucharoma."
5733701,Canada Fancy Tomato Juice,Heinz,"tomato juice, salt"
120850,Mtn Dew,"Mountain Dew,Mtn Dew,Pepsi","carbonated, water, high fructose, corn syrup, concentrated orange juice, citric acid, natural flavor, sodium benzoate (preserves freshness), caffeine, sodium citrate, gum arabic, erythorbic acid (preserves freshness), calcium disodium edta (to protect flavor), yellow 5"
4005108,"Starburst, Original",Mars,"corn syrup, sugar, hydrogenated palm kernel oil, fruit juice from concentrate (apple, lemon, strawberry, orange, cherry), less than 2% - citric acid, dextrin, gelatin, food starch-modified, natural and artificial flavors, ascorbic acid (vitamin c), coloring (red 40, yellow 5, yellow 6, blue 1)."
1255906,Wild Cherry,Pepsi,"carbonated water, high fructose corn syrup, caramel color, sugar, phosphoric acid, natural flavor. caffeine, citric acid."
7878886,Pâte à tartiner choco-noisette,"Florence Marsili, Nucellina","sucre de canne, graisse vétale (huile de tournesol, huile de carthame, beurre de cacao), 16% de noisette, lait, cacao naturel, lécithine de soja, vanilline. sans huile de palme."
53980392803505032,blueberry jam,,"blueberries, sugar, pectin, citric acid"
1334201,Carolina Vinegar BBQ,Heinz,"distilled white vinegar, apple cider vinegar, tomato paste, dark brown sugar, cane sugar, water, salt, salt, spices, corn starch, xanthan gum, mustard seed, garlic powder, paprika, natural flavor, natural smoke flavor, turmeric."
890803114031293614,"Taco Bell, Rainforest Coffee",Taco Bell,undefined
1223004,Pepsi,Pepsi,"carbonated water, high fructose corn syrup, caramel color, sugar, phosphoric acid, caffeine, citric acid, natural flavor."
4926900,Coca-Cola Original Taste,Coca-Cola,"carbonated water, high fructose corn syrup, caramel color, phosphoric acid, natural flavors, caffeine."
1311200,Chili Sauce,Heinz,"tomato puree (tomato paste, water), distilled white vinegar, high fructose corn syrup, salt, corn syrup, dehydrated onions, spice, garlic powder, natural flavoring."
1328404,Worcestershire Sauce,Heinz,"distilled white vinegar, water, molasses, high fructose corn syrup, salt, soy sauce (water, salt, hydrolyzed soy protein, corn sýrup, caramel coloring), natural flavorings, caramel coloring, anchovies, polysorbate 80, soy flour, garlic extract, contains soybeans, anchovies,"
89079933436665128462036,"Famous Dave's, Texas Beef Brisket Sandwich, Lunch",Famous Dave's,undefined
8450876,Heinz Tomato Ketchup,Heinz,"tomatoes (148g per 100g tomato ketchup), spirit vinegar, sugar, salt, spice and herb extracts (contain celery), spice.
no artificial colours, no artificial flavours, no artificial preservatives, no thickeners"
511422,heinz,Heinz,"heinz ketchup 570g ingredients: tomatoes (148g with 100g ketchup), vinegar, sugar, salt, spices and herbal extracts (containing celery), spices, importer: heinz gıda a,ş, kavacık mahallesi, ekinciler caddesi, elbistan çıkmazı, no:6, kat:6, 34810 beykoz, istanbul, turkey, country of origin: netherlands, recommended consumption date (exp) is on the package and is the batch number, store in the refrigerator after opening and consume within 8 weeks,  shake before use, for energy and nutrients-100g, energy:411kj/"
6906205,Pepsi,PepsiCola,"carbonated water, sugars (sugar/glucose-fructose), phosphoric acid, caffeine, citric acid, caramel, natural flavour."
1313703,Sweet Relish,Heinz,"cucumbers, high fructose corn syrup, cabbage, distilled white vinegar, salt, potassium sorbate (as preservatives), sodium benzoate (as preservatives), guar gum, aluminum sulfate, xanthan gum, dried red bell peppers, polysorbate 80, natural and artificial flavors (including <span class=""allergen"">celery</span>), fd&c yellow no 5, fd&c blue no 1."
4754763,oscar mayer deli fresh,Heinz,"oven roasted turkey breast (turkey breast, water, modified cornstarch, contains less than 2% of vinegar, salt, sugar, cultured dextrose&quot;, sodium phosphates, carrageenan, caramel color), smoked uncured ham contains up to 24% seasoning solution browned with caramel color (ham, water, cultured dextrose&quot;, sugar, contains less than 2% of salt, vinegar, cultured celery juice, sodium phosphates, cherry powder, caramel color), &quot;ingredients to support quality,"
3739316843891430680445,"California Pizza Kitchen, Thai Chicken Pizza",California Pizza Kitchen,undefined
579745934429167493,"California Pizza Kitchen, Whiskey Cider Press",California Pizza Kitchen,undefined
1355107,"Heinz, Bread & Butter Slices, Mildly Sweet And Spicy, Mildly Sweet And Spicy",Heinz,"fresh cucumbers, high fructose corn syrup, distilled white vinegar, salt, dehydrated onions, mustard seed, calcium chloride, celery seed, polysorbate 80, natural flavoring, fd & c yellow no.5, calcium silicate"
1355806,"Heinz, Premium Kosher Baby Dills, Garlic Dill Taste",Heinz,"pickles (cucumbers, salt, distilled white vinegar, calcium chloride, potassium metabisulfite), water, distilled white vinegar, salt, dehydrated garlic, calcium chloride, sodium benzoate as a preservative, garlic extract, acacia gum, spices, dehydrated red bell peppers, natural flavoring, polysorbate 80, fd&c yellow no. 5."
1222403,Mountain Dew Code Red,Pepsico,"carbonated water, high fructose corn syrup, concentrated orange juice, natural flavor, caffeine, sodium citrate, gum arabic, calcium disodium edta, red 40, yellow 5, blue 1"
6400118,Pringles Original 19g,Pringles,"ngrederts oried potatoes, vegetable dil, gorntlour, corn starch, rice flour, maltodextrin, mono - and diglycerides, salt cdf cid, wheat starch: contains wheat ingredients. ngredients: pommes de terre déshvgrates hu jegetalé, farine de mais, amiden mais, fahni maltodexthire, hiono elodlyserides, sel, ahd midon de ble bit er eredients in ble. to atira tartuis tresioars / sans arônmes o4"
250620,BB cream,sugar,"aqua (water), caprylic/capric triglyceride, ethylhexyl methoxycinnamate, butyl methoxydibenzoylmethane, benzophenone-3, stearic acid, cetearyl alcohol, glycerin, peg 400, phospholipids, 1-3 butylene glycol, phenoxyethanol, matricaria recutita (chamomile) flower extract, camellia sinesis (white tea extract, gingko biloba leaf extract, olea europaea (olive) leaf extract, aspalathus linearis (rooibos) leaf extract, camellia sinesis (green tea) leaf extract, ethylhexylglycerin, niacinamide, triethanolamine, fragrance, fda"
6840716,Garlic Sauce Style Mayonnaise,Heinz,"vegetable oil, water, garlic, vinegar, sugar, liquid yolk (egg), hydrolyzed egg yolk, salt, liquid whole egg, modified corn starch, citric acid, phosphoric acid, potassium sorbate, sodium benzoate, calcium 04050036599700 0 &quot;6840716 disodium edta, onion powder. contains: egg. ingrédients: huile végétale, eau, ail, vinaigre, sucre, jaune d'oeuf liquide, jaune d'œuf hydrolysé, sel, euf entier liquide, amidon de mais modifié, acide citrique acide phosphorique, sorbate de potassium, benzoate de sodium, edta disodique de calcium, poudre d'oignon. contient : œuf. kraft heinz canada, toronto, on m5j 1a7 1-877-57heinz (1-877-574-3469) product of u.s.a./produit des é.-u. ①"
